Id,Name,Type,Rarity,Introduction,skillGemParam ID
1462,Blue Diva,AccountItem,rare4,"It's easy to get lost in this bird's beautiful melodies, but it's actually a mating call to the males.",
1463,Sealord's Crestfish,AccountItem,rare4,"These fish dwell in the deeps, save by night, when they surface to feed. Their fins glow to lure insects in.",
1464,Glass Parexus,AccountItem,rare3,A transparent fish native to the Reach. It's believed its see-through body is natural camouflage.,
1465,Wintermoon Nettle,AccountItem,rare4,"Extremely few of this species have been seen, and only on nights where large Moon Slug populations appear.",
1466,Moly,AccountItem,rare4,"These critters seem slow and sleepy, but their burrowing skills are second to none.",
1467,Mossy Moly,AccountItem,rare4,"A part of the Moly family, encrusted with greenery thought to be a close relative of watermoss.",
1468,Rocky Moly,AccountItem,rare4,A Moly variant protected by a tough helmet. It boasts the fastest digging speeds of its kind.,
1469,Fluffy Moly,AccountItem,rare4,A fluffy coat and rounded claws on its forepaws distinguish these Moly variants from their cousins.,
1470,Spiny Moly,AccountItem,rare4,Its eyes are adapted to life amid the noxious effluvium. Its claws are the sharpest among its kind.,
1471,Unavailable,Normal,rare4,Unavailable,
1472,Unavailable,Normal,rare4,Unavailable,
1473,Great Glass Parexus,AccountItem,rare4,A Glass Parexus of unusual size. Its transparent body makes it hard to discern just how huge it is.,
1474,Unavailable,Normal,rare4,Unavailable,
1475,Unavailable,Normal,rare4,Unavailable,
1476,Unavailable,Normal,rare4,Unavailable,
1477,Unavailable,Normal,rare4,Unavailable,
1478,Dragonvein Shard,Material,rare4,The leavings of special coal that contains the earth's energy within. Even these scraps make fine fuel.,
1479,Dragonvein Coal,Material,rare5,Special coal that contains the earth's energy within. Prized as fuel at the Commission's new base.,
1480,Dragonvein Coal Chunk,Material,rare6,Special coal that contains the earth's energy within. A deposit this size can fuel a base for days.,
1481,Cloth Curtain (Small),Special,rare4,A tasteful cloth curtain.,
1482,Pelt Curtain (Small),Special,rare4,Fur curtain with a feral flavor.,
1483,Elegant Curtain (Small),Special,rare4,"A delicate, elevated curtain.",
1484,Unavailable,Normal,rare4,Unavailable,
1485,Cloth Curtain (Large),Special,rare4,A tasteful cloth curtain.,
1486,Pelt Curtain (Large),Special,rare4,Fur curtain with a feral flavor.,
1487,Elegant Curtain (Large),Special,rare4,"A delicate, elevated curtain.",
1488,Unavailable,Normal,rare4,Unavailable,
1489,Familiar Sofa,Special,rare4,A sofa in the classic style.,
1490,Unavailable,Normal,rare4,Unavailable,
1491,Luxury Sofa,Special,rare4,"A high-end, vibrant leather sofa.",
1492,Elegant Sofa,Special,rare4,"A fine sofa, pleasing to the touch.",
1493,Unavailable,Normal,rare4,Unavailable,
1494,Rustic Bed,Special,rare4,"A sturdy, rustic bed.",
1495,Familiar Bed,Special,rare4,Your average standard-issue bed.,
1496,Luxury Bed,Special,rare4,The pinnacle of decadent sleeping.,
1497,Unavailable,Normal,rare4,Unavailable,
1498,Familiar Table,Special,rare4,A very conventional table.,
1499,Luxury Table,Special,rare4,A finely crafted table. Quite heavy.,
1500,Elegant Table,Special,rare4,A table with a refined design.,
1501,Unavailable,Normal,rare4,Unavailable,
1502,Rustic Chairs,Special,rare4,"Stark, primitive chairs.",
1503,Familiar Chairs,Special,rare4,Your everyday chairs. No surprises.,
1504,Luxury Chairs,Special,rare4,Expensive antique chairs.,
1505,Elegant Chairs,Special,rare4,Chairs with an understated design.,
1506,Unavailable,Normal,rare4,Unavailable,
1507,Carnivore Carnival,Special,rare4,The perfect meal to make GAINS.,
1508,Party Platter,Special,rare4,A meal to serve when cutting loose.,
1509,Tropical Lunch,Special,rare4,You can practically taste the sand.,
1510,Sumptuous Stew,Special,rare4,The perfect cold day belly warmer.,
1511,Hunter's Brunch,Special,rare4,A meal to enjoy after sleeping in.,
1512,Familiar Chest,Special,rare4,A practical chest with no frills.,
1513,Luxury Chest,Special,rare4,"A reliable, up-market chest.",
1514,Unavailable,Normal,rare4,Unavailable,
1515,Hoarfrost Reach Plant 1,Special,rare4,A plant native to the Hoarfrost Reach.,
1516,Hoarfrost Reach Plant 2,Special,rare4,A plant native to the Hoarfrost Reach.,
1517,Unavailable,Normal,rare4,Unavailable,
1518,Hoarfrost Reach Plant 3,Special,rare4,A plant native to the Hoarfrost Reach.,
1519,Ancient Forest Plant 1,Special,rare4,A plant native to the Ancient Forest.,
1520,Unavailable,Normal,rare4,Unavailable,
1521,Ancient Forest Plant 4,Special,rare4,A plant native to the Ancient Forest.,
1522,Ancient Forest Plant 5,Special,rare4,A plant native to the Ancient Forest.,
1523,Ancient Forest Plant 3,Special,rare4,A plant native to the Ancient Forest.,
1524,Wildspire Wastes Plant 2,Special,rare4,A plant native to the Wildspire Wastes.,
1525,Unavailable,Normal,rare4,Unavailable,
1526,Wildspire Wastes Plant 1,Special,rare4,A plant native to the Wildspire Wastes.,
1527,Ancient Forest Plant 2,Special,rare4,A plant native to the Ancient Forest and Wildspire Wastes.,
1528,Unavailable,Normal,rare4,Unavailable,
1529,Unavailable,Normal,rare4,Unavailable,
1530,Simple Urn,Special,rare4,"A simple, no-frills urn.",
1531,Grimalkyne Doll,Special,rare4,A plush Grimalkyne with pointy ears.,
1532,Gajalaka Doll,Special,rare4,A plush Gajalaka with a bright red mask.,
1533,Boaboa Doll,Special,rare4,A plush Boaboa with a great big horn.,
1534,Felyne Doll,Special,rare4,A simple but cute plush Felyne. Your new best friend.,
1535,Grimalkyne Doll (Black),Special,rare4,A plush Grimalkyne with pointy ears.,
1536,Grimalkyne Doll (Navy),Special,rare4,A plush Grimalkyne with pointy ears.,
1537,Grimalkyne Doll (Blue),Special,rare4,A plush Grimalkyne with pointy ears.,
1538,Poogie Doll (Memorial Stripes),Special,rare4,A striped Poogie plush.,
1539,Poogie Doll (Emperor's Duds),Special,rare4,A crowned Poogie plush.,
1540,Unavailable,Normal,rare4,Unavailable,
1541,Unavailable,Normal,rare4,Unavailable,
1542,Unavailable,Normal,rare4,Unavailable,
1543,Unavailable,Normal,rare4,Unavailable,
1544,Unavailable,Normal,rare4,Unavailable,
1545,Simple Urn Set,Special,rare4,A variety of unassuming urns.,
1546,Burlap Sacks,Special,rare4,Extremely versatile burlap sacks.,
1547,Bottled Spirit,Special,rare4,It's not an especially fancy vintage.,
1548,Assorted Bottle Set,Special,rare4,A collection of bottled spirits.,
1549,Crafting Tools,Special,rare4,Tools needed to craft compounds.,
1550,Dyed Silk Rolls,Special,rare4,Samples of beautifully dyed cloth.,
1551,Ornamental Horn,Special,rare4,A horn plucked from something's head.,
1552,Display Fossil,Special,rare4,A small group of petrified bones.,
1553,Simple Pottery,Special,rare4,"A simple pot, paw-made by Felynes.",
1554,Pottery Set,Special,rare4,A collection of assorted urns.,
1555,Unavailable,Normal,rare4,Unavailable,
1556,Ornamental Plate (Large),Special,rare4,A colorful ornamental plate.,
1557,Basket of Ore,Special,rare4,A basket piled high with chunks of ore.,
1558,Unavailable,Normal,rare4,Unavailable,
1559,First Aid Kit,Special,rare4,A first aid kit adds peace-of-mind to any home.,
1560,Unavailable,Normal,rare4,Unavailable,
1561,Potted Plant,Special,rare4,An understated potted plant.,
1562,Research Tomes,Special,rare4,A well-ordered set of writings.,
1563,Scholarly Tomes,Special,rare4,A set of writings piled high.,
1564,Refined Vase (Large),Special,rare4,A classy vase of refined design.,
1565,Potted Cactus,Special,rare4,A potted cactus. Great if you're bad at remembering to water plants.,
1566,Colorful Planting,Special,rare4,A pot planted with colorful flowers.,
1567,Basket of Mushrooms,Special,rare4,A basket stuffed with a mix of mushrooms.,
1568,Unavailable,Normal,rare4,Unavailable,
1569,Vegetable Display,Special,rare4,A collection of freshly harvested veggies.,
1570,Fierce Gajalaka Mask,Special,rare4,A mask thought to have been used by the Gajalaka.,
1571,Grimacing Gajalaka Mask,Special,rare4,A mask thought to have been used by the Gajalaka.,
1572,Surprised Gajalaka Mask,Special,rare4,A mask thought to have been used by the Gajalaka.,
1573,Amber,Special,rare4,Amber the color of the setting sun.,
1574,Unavailable,Normal,rare4,Unavailable,
1575,Unavailable,Normal,rare4,Unavailable,
1576,Seashell,Special,rare4,A little piece of the beach for your home.,
1577,Symbol of Assistance,Special,rare4,An ornament given to hunters to acknowledge their help with quests.,
1578,Symbol of Contribution,Special,rare4,An ornament given to hunters to acknowledge their considerable help with quests.,
1579,Symbol of Dedication,Special,rare4,An ornament given to hunters to acknowledge their wide-ranging help with quests.,
1580,Symbol of Valor,Special,rare4,An ornament given to hunters to acknowledge their extremely wide-ranging help with quests.,
1581,Goldenfry Mobile,Special,rare4,A hanging decoration resembling a school of Goldenfry.,
1582,Whetfish Mobile,Special,rare4,A hanging decoration resembling a school of Whetfish.,
1583,Marlin Mobile,Special,rare4,A hanging decoration resembling a school of Marlins.,
1584,Unavailable,Normal,rare4,Unavailable,
1585,Unavailable,Normal,rare4,Unavailable,
1586,Unavailable,Normal,rare4,Unavailable,
1587,Barrel Ornament,Special,rare4,A simple hanging decoration featuring a barrel.,
1588,Catch-of-the-Day Ornament,Special,rare4,A hanging decoration combining an assortment of fish.,
1589,Fish Ornament,Special,rare4,A hanging decoration featuring a tasty-looking red fish.,
1590,Marlin Ornament,Special,rare4,A dynamic hanging decoration featuring a Marlin.,
1591,Elegant Flag,Special,rare4,A decorative flag of refined design.,
1592,Nargacuga Painting,Special,rare4,A large painting depicting a fierce Nargacuga.,
1593,Research Base Painting,Special,rare4,A small painting depicting the Research Base.,
1594,Handler Portrait,Special,rare4,A small painting depicting the Handler in all her glory.,
1595,Elegant Ornamental Plate,Special,rare4,A beautifully crafted ornamental plate.,
1596,Gajalaka Painting 1,Special,rare4,A painting depicting Lynians. Artist unknown.,
1597,Boaboa Painting 1,Special,rare4,A painting depicting Lynians. Artist unknown.,
1598,Grimalkyne Painting 1,Special,rare4,A painting depicting Lynians. Artist unknown.,
1599,Poogie Painting,Special,rare4,"An adorable painting of Poogie, just kind of sitting there.",
1600,Palico Portraits,Special,rare4,"Paintings depicting Palicoes. They exude a unique sort of ""fang shui,"" if you will.",
1601,Unavailable,Normal,rare4,Unavailable,
1602,Unavailable,Normal,rare4,Unavailable,
1603,Unavailable,Normal,rare4,Unavailable,
1604,Unavailable,Normal,rare4,Unavailable,
1605,Familiar Desk,Special,rare4,"A basic, reliable desk.",
1606,Luxury Desk,Special,rare4,"A high-end, elegant desk.",
1607,Unavailable,Normal,rare4,Unavailable,
1608,Familiar Shelves,Special,rare4,"A simple, well-loved set of shelves.",
1609,Intellectual Shelves,Special,rare4,"A set of shelves lined with large, impressive books.",
1610,Cluttered Shelves,Special,rare4,"A set of shelves just bursting with books, baubles, and assorted bric-a-brac.",
1611,Luxury Shelves,Special,rare4,An expensive-looking set of shelves treated with a luxurious finish.,
1612,Elegant Shelves,Special,rare4,A set of elegant and refined shelves.,
1613,Unavailable,Normal,rare4,Unavailable,
1614,Unavailable,Normal,rare4,Unavailable,
1615,Familiar Lights,Special,rare4,A standard-issue wooden set of lights.,
1616,Sturdy Lights,Special,rare4,Lights made of solid metal.,
1617,Luxury Lights,Special,rare4,Lights crafted from glimmering gold.,
1618,Unavailable,Normal,rare4,Unavailable,
1619,Simple Lights,Special,rare4,A wooden light of pared-down design.,
1620,Unavailable,Normal,rare4,Unavailable,
1621,Unavailable,Normal,rare4,Unavailable,
1622,Unavailable,Normal,rare4,Unavailable,
1623,Familiar Rack,Special,rare4,A practical and unassuming rack.,
1624,Luxury Rack,Special,rare4,"A gorgeous, high-end rack.",
1625,Unavailable,Normal,rare4,Unavailable,
1626,Simple Wall Shelf (Large),Special,rare4,An understated basic hanging shelf.,
1627,Luxury Wall Shelf (Large),Special,rare4,A fine hanging shelf that adds gravitas to a room.,
1628,Unavailable,Normal,rare4,Unavailable,
1629,Simple Wall Shelf (Small),Special,rare4,An understated basic hanging shelf.,
1630,Luxury Wall Shelf (Small),Special,rare4,A fine hanging shelf that adds gravitas to a room.,
1631,Unavailable,Normal,rare4,Unavailable,
1632,Unavailable,Normal,rare4,Unavailable,
1633,Unavailable,Normal,rare4,Unavailable,
1634,Zorah Magdaros Painting,Special,rare4,A large painting depicting a majestic Zorah Magdaros.,
1635,Cloth Wall-Hanging,Special,rare4,A common cloth tapestry.,
1636,Fur Wall-Hanging,Special,rare4,A rugged pelt wall-hanging.,
1637,Ship's Wheel Wall-Hanging,Special,rare4,A decoration taken from a ship that can only sail in a straight line now.,
1638,Unavailable,Normal,rare4,Unavailable,
1639,Gajalaka Painting 2,Special,rare4,"Three Gajalaka pictures, painted with vivid colors.",
1640,Boaboa Painting 2,Special,rare4,"Three Boaboa pictures, painted with dynamic strokes.",
1641,Grimalkyne Painting 2,Special,rare4,"Three Grimalkyne pictures, painted with masterful control.",
1642,Ancient Forest Painting,Special,rare4,A painting of the Ancient Forest landscape.,
1643,Wildspire Wastes Painting,Special,rare4,A painting of the Wildspire Wastes landscape.,
1644,Coral Highlands Painting,Special,rare4,A painting of the Coral Highlands landscape.,
1645,Rotten Vale Painting,Special,rare4,A painting of the Rotten Vale landscape.,
1646,Elder's Recess Painting,Special,rare4,A painting of the Elder's Recess landscape.,
1647,Hoarfrost Reach Painting,Special,rare4,A painting of the Hoarfrost Reach landscape.,
1648,Books and Documents,Special,rare4,A set of important papers set out atop the desk.,
1649,Healthy Refreshments,Special,rare4,An assortment of fresh fruit and other delicious goodies.,
1650,Unavailable,Normal,rare4,Unavailable,
1651,Maps,Special,rare4,Maps that beckon the viewer to go exploring.,
1652,Crafting Set,Special,rare4,Tools used to craft concoctions.,
1653,Baking Set,Special,rare4,Tools used to bake fresh bread.,
